index,int8,hex,mV
4963,6,06,0.091556
4964,7,07,0.106815
4965,9,09,0.137333
4966,9,09,0.137333
4967,6,06,0.091556
4968,3,03,0.045778
4969,-4,fc,-0.061037
4970,-10,f6,-0.152593
4971,-17,ef,-0.259407
4972,-21,eb,-0.320444
4973,-20,ec,-0.305185
4974,-19,ed,-0.289926
4975,-12,f4,-0.183111
4976,-5,fb,-0.076296
4977,0,00,0
4978,6,06,0.091556
4979,6,06,0.091556
4980,6,06,0.091556
4981,6,06,0.091556
4982,5,05,0.076296
4983,4,04,0.061037
4984,1,01,0.015259
4985,0,00,0
4986,0,00,0
4987,0,00,0
4988,0,00,0
4989,-2,fe,-0.030519
4990,-2,fe,-0.030519
4991,-2,fe,-0.030519
4992,-1,ff,-0.015259
4993,0,00,0
4994,-2,fe,-0.030519
4995,-1,ff,-0.015259
4996,-2,fe,-0.030519
4997,-2,fe,-0.030519
4998,0,00,0
4999,-2,fe,-0.030519
5000,-1,ff,-0.015259
5001,0,00,0
5002,-1,ff,-0.015259
5003,0,00,0
5004,-1,ff,-0.015259
5005,0,00,0
5006,0,00,0
5007,-1,ff,-0.015259
5008,1,01,0.015259
5009,-1,ff,-0.015259
5010,0,00,0
5011,-1,ff,-0.015259
5012,-1,ff,-0.015259
5013,0,00,0
5014,-2,fe,-0.030519
5015,-1,ff,-0.015259
5016,-2,fe,-0.030519
5017,-3,fd,-0.045778
5018,-2,fe,-0.030519
5019,-4,fc,-0.061037
5020,-3,fd,-0.045778
5021,-3,fd,-0.045778
5022,-4,fc,-0.061037
5023,-2,fe,-0.030519
5024,-4,fc,-0.061037
5025,-4,fc,-0.061037
5026,-4,fc,-0.061037
5027,-4,fc,-0.061037
5028,-3,fd,-0.045778
5029,-4,fc,-0.061037
5030,-3,fd,-0.045778
5031,-3,fd,-0.045778
5032,-3,fd,-0.045778
5033,-2,fe,-0.030519
5034,-3,fd,-0.045778
5035,-1,ff,-0.015259
5036,-1,ff,-0.015259
5037,-1,ff,-0.015259
5038,0,00,0
5039,-2,fe,-0.030519
5040,-1,ff,-0.015259
5041,-1,ff,-0.015259
5042,-2,fe,-0.030519
5043,0,00,0
5044,-1,ff,-0.015259
5045,0,00,0
5046,0,00,0
5047,-1,ff,-0.015259
5048,0,00,0
5049,-2,fe,-0.030519
5050,-1,ff,-0.015259
5051,0,00,0
5052,0,00,0
5053,1,01,0.015259
5054,0,00,0
5055,0,00,0
5056,-1,ff,-0.015259
5057,-2,fe,-0.030519
5058,-1,ff,-0.015259
5059,-2,fe,-0.030519
5060,-1,ff,-0.015259
5061,-1,ff,-0.015259
5062,-1,ff,-0.015259
5063,0,00,0
5064,-2,fe,-0.030519
5065,0,00,0
5066,0,00,0
5067,-1,ff,-0.015259
5068,0,00,0
5069,-1,ff,-0.015259
5070,-1,ff,-0.015259
5071,-1,ff,-0.015259
5072,-2,fe,-0.030519
5073,0,00,0
5074,-1,ff,-0.015259
5075,0,00,0
5076,0,00,0
5077,-1,ff,-0.015259
5078,0,00,0
5079,-3,fd,-0.045778
5080,-2,fe,-0.030519
5081,-2,fe,-0.030519
5082,-2,fe,-0.030519
5083,0,00,0
5084,-2,fe,-0.030519
5085,-1,ff,-0.015259
5086,-1,ff,-0.015259
5087,-2,fe,-0.030519
5088,0,00,0
5089,0,00,0
5090,0,00,0
5091,-1,ff,-0.015259
5092,-1,ff,-0.015259
5093,0,00,0
5094,-1,ff,-0.015259
5095,0,00,0
5096,0,00,0
5097,-1,ff,-0.015259
5098,0,00,0
5099,-1,ff,-0.015259
5100,-1,ff,-0.015259
5101,-1,ff,-0.015259
5102,-2,fe,-0.030519
5103,-1,ff,-0.015259
5104,-1,ff,-0.015259
5105,0,00,0
5106,0,00,0
5107,-1,ff,-0.015259
5108,-1,ff,-0.015259
5109,-2,fe,-0.030519
5110,-1,ff,-0.015259
5111,-2,fe,-0.030519
5112,-3,fd,-0.045778
5113,-1,ff,-0.015259
5114,-3,fd,-0.045778
5115,-3,fd,-0.045778
5116,-3,fd,-0.045778
5117,-4,fc,-0.061037
5118,-3,fd,-0.045778
5119,-3,fd,-0.045778
5120,0,00,0
5121,0,00,0
5122,-1,ff,-0.015259
5123,0,00,0
5124,-1,ff,-0.015259
5125,0,00,0
5126,0,00,0
5127,0,00,0
5128,1,01,0.015259
5129,0,00,0
5130,1,01,0.015259
5131,2,02,0.030519
5132,4,04,0.061037
5133,7,07,0.106815
5134,7,07,0.106815
5135,7,07,0.106815
5136,2,02,0.030519
5137,-3,fd,-0.045778
5138,-9,f7,-0.137333
5139,-17,ef,-0.259407
5140,-21,eb,-0.320444
5141,-21,eb,-0.320444
5142,-20,ec,-0.305185
5143,-12,f4,-0.183111
5144,-7,f9,-0.106815
5145,0,00,0
5146,4,04,0.061037
5147,5,05,0.076296
5148,7,07,0.106815
5149,6,06,0.091556
5150,6,06,0.091556
5151,5,05,0.076296
5152,2,02,0.030519
5153,2,02,0.030519
5154,0,00,0
5155,1,01,0.015259
5156,0,00,0
5157,-1,ff,-0.015259
5158,0,00,0
5159,-2,fe,-0.030519
5160,-1,ff,-0.015259
5161,-1,ff,-0.015259
5162,-2,fe,-0.030519
5163,-1,ff,-0.015259
5164,-3,fd,-0.045778
5165,-1,ff,-0.015259
5166,-1,ff,-0.015259
5167,-2,fe,-0.030519
5168,-2,fe,-0.030519
5169,-3,fd,-0.045778
5170,-2,fe,-0.030519
5171,-1,ff,-0.015259
5172,-2,fe,-0.030519
5173,0,00,0
5174,-1,ff,-0.015259
5175,0,00,0
5176,0,00,0
5177,0,00,0
5178,0,00,0
5179,-1,ff,-0.015259
5180,0,00,0
5181,-1,ff,-0.015259
5182,-2,fe,-0.030519
5183,-1,ff,-0.015259
5184,-3,fd,-0.045778
5185,-2,fe,-0.030519
5186,-2,fe,-0.030519
5187,-4,fc,-0.061037
5188,-2,fe,-0.030519
5189,-3,fd,-0.045778
5190,-2,fe,-0.030519
5191,-3,fd,-0.045778
5192,-4,fc,-0.061037
5193,-3,fd,-0.045778
5194,-5,fb,-0.076296
5195,-4,fc,-0.061037
5196,-4,fc,-0.061037
5197,-4,fc,-0.061037
5198,-2,fe,-0.030519
5199,-3,fd,-0.045778
5200,-2,fe,-0.030519
5201,-2,fe,-0.030519
5202,-3,fd,-0.045778
5203,-1,ff,-0.015259
5204,-2,fe,-0.030519
5205,-2,fe,-0.030519
5206,-2,fe,-0.030519
5207,-2,fe,-0.030519
5208,-1,ff,-0.015259
5209,-2,fe,-0.030519
5210,-1,ff,-0.015259
5211,0,00,0
5212,-1,ff,-0.015259
5213,0,00,0
5214,0,00,0
5215,0,00,0
5216,0,00,0
5217,-1,ff,-0.015259
5218,0,00,0
5219,-1,ff,-0.015259
5220,0,00,0
5221,0,00,0
5222,0,00,0
5223,0,00,0
5224,-1,ff,-0.015259
5225,0,00,0
5226,-1,ff,-0.015259
5227,-2,fe,-0.030519
5228,-1,ff,-0.015259
5229,-2,fe,-0.030519
5230,0,00,0
5231,-1,ff,-0.015259
5232,-2,fe,-0.030519
5233,0,00,0
5234,-2,fe,-0.030519
5235,-1,ff,-0.015259
5236,-1,ff,-0.015259
5237,-2,fe,-0.030519
5238,0,00,0
5239,-1,ff,-0.015259
5240,0,00,0
5241,0,00,0
5242,-1,ff,-0.015259
5243,-1,ff,-0.015259
5244,-3,fd,-0.045778
5245,-2,fe,-0.030519
5246,-2,fe,-0.030519
5247,-3,fd,-0.045778
5248,-1,ff,-0.015259
5249,-3,fd,-0.045778
5250,-2,fe,-0.030519
5251,-2,fe,-0.030519
5252,-2,fe,-0.030519
5253,-1,ff,-0.015259
5254,-1,ff,-0.015259
5255,0,00,0
5256,0,00,0
5257,-1,ff,-0.015259
5258,0,00,0
5259,0,00,0
5260,0,00,0
5261,0,00,0
5262,-2,fe,-0.030519
5263,0,00,0
5264,-1,ff,-0.015259
5265,-1,ff,-0.015259
5266,-1,ff,-0.015259
5267,-2,fe,-0.030519
5268,-1,ff,-0.015259
5269,-2,fe,-0.030519
5270,-1,ff,-0.015259
5271,-1,ff,-0.015259
5272,-2,fe,-0.030519
5273,-1,ff,-0.015259
5274,-2,fe,-0.030519
5275,-1,ff,-0.015259
5276,-1,ff,-0.015259
5277,-2,fe,-0.030519
5278,0,00,0
5279,-3,fd,-0.045778
5280,-2,fe,-0.030519
5281,-2,fe,-0.030519
5282,-3,fd,-0.045778
5283,-3,fd,-0.045778
5284,-4,fc,-0.061037
5285,-3,fd,-0.045778
5286,-3,fd,-0.045778
5287,-3,fd,-0.045778
5288,-1,ff,-0.015259
5289,-2,fe,-0.030519
5290,0,00,0
5291,0,00,0
5292,-2,fe,-0.030519
5293,0,00,0
5294,-2,fe,-0.030519
5295,0,00,0
5296,0,00,0
5297,0,00,0
5298,0,00,0
5299,1,01,0.015259
5300,5,05,0.076296
5301,7,07,0.106815
5302,7,07,0.106815
5303,7,07,0.106815
5304,3,03,0.045778
5305,0,00,0
5306,-6,fa,-0.091556
5307,-14,f2,-0.21363
5308,-18,ee,-0.274667
5309,-23,e9,-0.350963
5310,-19,ed,-0.289926
5311,-15,f1,-0.228889
5312,-9,f7,-0.137333
5313,-1,ff,-0.015259
5314,2,02,0.030519
5315,7,07,0.106815
5316,8,08,0.122074
5317,8,08,0.122074
5318,8,08,0.122074
5319,6,06,0.091556
5320,4,04,0.061037
5321,2,02,0.030519
5322,0,00,0
5323,2,02,0.030519
5324,1,01,0.015259
5325,0,00,0
5326,0,00,0
5327,-1,ff,-0.015259
5328,0,00,0
5329,-2,fe,-0.030519
5330,-1,ff,-0.015259
5331,-2,fe,-0.030519
5332,-3,fd,-0.045778
5333,-1,ff,-0.015259
5334,-1,ff,-0.015259
5335,0,00,0
5336,1,01,0.015259
5337,0,00,0
5338,3,03,0.045778
5339,0,00,0
5340,0,00,0
5341,0,00,0
5342,-1,ff,-0.015259
5343,-1,ff,-0.015259
5344,-3,fd,-0.045778
5345,-1,ff,-0.015259
5346,-1,ff,-0.015259
5347,-1,ff,-0.015259
5348,0,00,0
5349,-2,fe,-0.030519
5350,-1,ff,-0.015259
5351,-2,fe,-0.030519
5352,-3,fd,-0.045778
5353,-2,fe,-0.030519
5354,-5,fb,-0.076296
5355,-4,fc,-0.061037
5356,-4,fc,-0.061037
5357,-5,fb,-0.076296
5358,-4,fc,-0.061037
5359,-5,fb,-0.076296
5360,-5,fb,-0.076296
5361,-5,fb,-0.076296
5362,-6,fa,-0.091556
5363,-5,fb,-0.076296
5364,-6,fa,-0.091556
5365,-4,fc,-0.061037
5366,-4,fc,-0.061037
5367,-4,fc,-0.061037
5368,-2,fe,-0.030519
5369,-2,fe,-0.030519
5370,-3,fd,-0.045778
5371,-3,fd,-0.045778
5372,-3,fd,-0.045778
5373,-2,fe,-0.030519
5374,-3,fd,-0.045778
5375,-1,ff,-0.015259
5376,0,00,0
5377,-1,ff,-0.015259
5378,0,00,0
5379,-1,ff,-0.015259
5380,-1,ff,-0.015259
5381,0,00,0
5382,-1,ff,-0.015259
5383,0,00,0
5384,0,00,0
5385,0,00,0
5386,0,00,0
5387,0,00,0
5388,0,00,0
5389,-1,ff,-0.015259
5390,0,00,0
5391,0,00,0
5392,-1,ff,-0.015259
5393,0,00,0
5394,-1,ff,-0.015259
5395,0,00,0
5396,0,00,0
5397,0,00,0
5398,1,01,0.015259
5399,-1,ff,-0.015259
5400,-1,ff,-0.015259
5401,-1,ff,-0.015259
5402,-2,fe,-0.030519
5403,-1,ff,-0.015259
5404,-2,fe,-0.030519
5405,0,00,0
5406,0,00,0
5407,0,00,0
5408,2,02,0.030519
5409,1,01,0.015259
5410,1,01,0.015259
5411,1,01,0.015259
5412,0,00,0
5413,0,00,0
5414,-2,fe,-0.030519
5415,-2,fe,-0.030519
5416,-3,fd,-0.045778
5417,-4,fc,-0.061037
5418,-4,fc,-0.061037
5419,-5,fb,-0.076296
5420,-3,fd,-0.045778
5421,-2,fe,-0.030519
5422,-3,fd,-0.045778
5423,-2,fe,-0.030519
5424,-4,fc,-0.061037
5425,-4,fc,-0.061037
5426,-3,fd,-0.045778
5427,-3,fd,-0.045778
5428,-1,ff,-0.015259
5429,-2,fe,-0.030519
5430,-1,ff,-0.015259
5431,-2,fe,-0.030519
5432,-3,fd,-0.045778
5433,-2,fe,-0.030519
5434,-3,fd,-0.045778
5435,-2,fe,-0.030519
5436,-1,ff,-0.015259
5437,-2,fe,-0.030519
5438,-2,fe,-0.030519
5439,-4,fc,-0.061037
5440,-3,fd,-0.045778
5441,-3,fd,-0.045778
5442,-4,fc,-0.061037
5443,-2,fe,-0.030519
5444,-4,fc,-0.061037
5445,-3,fd,-0.045778
5446,-2,fe,-0.030519
5447,-2,fe,-0.030519
5448,-1,ff,-0.015259
5449,-1,ff,-0.015259
5450,0,00,0
5451,0,00,0
5452,0,00,0
5453,0,00,0
5454,0,00,0
5455,0,00,0
5456,0,00,0
5457,0,00,0
5458,2,02,0.030519
5459,0,00,0
5460,0,00,0
5461,0,00,0
5462,0,00,0
5463,3,03,0.045778
5464,4,04,0.061037
5465,7,07,0.106815
5466,7,07,0.106815
5467,4,04,0.061037
5468,1,01,0.015259
5469,-4,fc,-0.061037
5470,-9,f7,-0.137333
5471,-15,f1,-0.228889
5472,-20,ec,-0.305185
5473,-19,ed,-0.289926
5474,-18,ee,-0.274667
5475,-11,f5,-0.167852
5476,-5,fb,-0.076296
5477,0,00,0
5478,4,04,0.061037
5479,6,06,0.091556
5480,8,08,0.122074
5481,8,08,0.122074
5482,6,06,0.091556
5483,5,05,0.076296
5484,3,03,0.045778
5485,3,03,0.045778
5486,1,01,0.015259
5487,0,00,0
5488,0,00,0
5489,-2,fe,-0.030519
5490,-2,fe,-0.030519
5491,-2,fe,-0.030519
5492,-3,fd,-0.045778
5493,-2,fe,-0.030519
5494,-3,fd,-0.045778
5495,-1,ff,-0.015259
5496,-1,ff,-0.015259
5497,-2,fe,-0.030519
5498,-1,ff,-0.015259
5499,-2,fe,-0.030519
5500,0,00,0
5501,-1,ff,-0.015259
5502,-2,fe,-0.030519
5503,0,00,0
5504,-1,ff,-0.015259
5505,0,00,0
5506,0,00,0
5507,-1,ff,-0.015259
5508,0,00,0
5509,-1,ff,-0.015259
5510,0,00,0
5511,0,00,0
5512,-1,ff,-0.015259
5513,-1,ff,-0.015259
5514,-2,fe,-0.030519
5515,-1,ff,-0.015259
5516,-1,ff,-0.015259
5517,-2,fe,-0.030519
5518,0,00,0
5519,-2,fe,-0.030519
5520,-2,fe,-0.030519
5521,-3,fd,-0.045778
5522,-5,fb,-0.076296
5523,-4,fc,-0.061037
5524,-6,fa,-0.091556
5525,-4,fc,-0.061037
5526,-4,fc,-0.061037
5527,-6,fa,-0.091556
5528,-5,fb,-0.076296
5529,-5,fb,-0.076296
5530,-4,fc,-0.061037
5531,-3,fd,-0.045778
5532,-5,fb,-0.076296
5533,-3,fd,-0.045778
5534,-6,fa,-0.091556
5535,-5,fb,-0.076296
5536,-4,fc,-0.061037
5537,-5,fb,-0.076296
5538,-4,fc,-0.061037
5539,-4,fc,-0.061037
5540,-1,ff,-0.015259
5541,0,00,0
5542,0,00,0
5543,0,00,0
5544,0,00,0
5545,1,01,0.015259
5546,1,01,0.015259
5547,0,00,0
5548,2,02,0.030519
5549,0,00,0
5550,1,01,0.015259
5551,1,01,0.015259
5552,0,00,0
5553,1,01,0.015259
5554,0,00,0
5555,1,01,0.015259
5556,1,01,0.015259
5557,0,00,0
5558,0,00,0
5559,-1,ff,-0.015259
5560,0,00,0
5561,0,00,0
5562,0,00,0
5563,1,01,0.015259
5564,-1,ff,-0.015259
5565,-1,ff,-0.015259
5566,-1,ff,-0.015259
5567,-1,ff,-0.015259
5568,-1,ff,-0.015259
5569,-2,fe,-0.030519
5570,-1,ff,-0.015259
5571,-1,ff,-0.015259
5572,-2,fe,-0.030519
5573,-1,ff,-0.015259
5574,-2,fe,-0.030519
5575,-1,ff,-0.015259
5576,-1,ff,-0.015259
5577,-2,fe,-0.030519
5578,0,00,0
5579,-1,ff,-0.015259
5580,0,00,0
5581,-1,ff,-0.015259
5582,-2,fe,-0.030519
5583,-1,ff,-0.015259
5584,-2,fe,-0.030519
5585,0,00,0
5586,-1,ff,-0.015259
5587,-3,fd,-0.045778
5588,-2,fe,-0.030519
5589,-3,fd,-0.045778
5590,-2,fe,-0.030519
5591,-2,fe,-0.030519
5592,-3,fd,-0.045778
5593,-1,ff,-0.015259
5594,-3,fd,-0.045778
5595,-1,ff,-0.015259
5596,0,00,0
5597,-1,ff,-0.015259
5598,0,00,0
5599,0,00,0
5600,0,00,0
5601,0,00,0
5602,-1,ff,-0.015259
5603,0,00,0
5604,-1,ff,-0.015259
5605,-1,ff,-0.015259
5606,-1,ff,-0.015259
5607,-2,fe,-0.030519
5608,-1,ff,-0.015259
5609,-3,fd,-0.045778
5610,-3,fd,-0.045778
5611,-3,fd,-0.045778
5612,-5,fb,-0.076296
5613,-4,fc,-0.061037
5614,-5,fb,-0.076296
5615,-3,fd,-0.045778
5616,-2,fe,-0.030519
5617,-2,fe,-0.030519
5618,-1,ff,-0.015259
5619,-1,ff,-0.015259
5620,0,00,0
5621,0,00,0
5622,-2,fe,-0.030519
5623,0,00,0
5624,-2,fe,-0.030519
5625,-1,ff,-0.015259
5626,-1,ff,-0.015259
5627,-2,fe,-0.030519
5628,0,00,0
5629,2,02,0.030519
5630,6,06,0.091556
5631,8,08,0.122074
5632,7,07,0.106815
5633,6,06,0.091556
5634,1,01,0.015259
5635,-1,ff,-0.015259
5636,-8,f8,-0.122074
5637,-15,f1,-0.228889
5638,-18,ee,-0.274667
5639,-20,ec,-0.305185
5640,-16,f0,-0.244148
5641,-11,f5,-0.167852
5642,-7,f9,-0.106815
5643,-1,ff,-0.015259
5644,2,02,0.030519
5645,6,06,0.091556
5646,7,07,0.106815
5647,5,05,0.076296
5648,5,05,0.076296
5649,3,03,0.045778
5650,3,03,0.045778
5651,1,01,0.015259
5652,0,00,0
5653,1,01,0.015259
5654,-1,ff,-0.015259
5655,0,00,0
5656,-1,ff,-0.015259
5657,-1,ff,-0.015259
5658,0,00,0
5659,0,00,0
5660,0,00,0
5661,0,00,0
5662,-1,ff,-0.015259
5663,-1,ff,-0.015259
5664,-2,fe,-0.030519
5665,-1,ff,-0.015259
5666,-1,ff,-0.015259
5667,-1,ff,-0.015259
5668,1,01,0.015259
5669,0,00,0
5670,0,00,0
5671,0,00,0
5672,-1,ff,-0.015259
5673,0,00,0
5674,-2,fe,-0.030519
5675,-1,ff,-0.015259
5676,-1,ff,-0.015259
5677,-2,fe,-0.030519
5678,-1,ff,-0.015259
5679,-2,fe,-0.030519
5680,0,00,0
5681,0,00,0
5682,-2,fe,-0.030519
5683,-1,ff,-0.015259
5684,-4,fc,-0.061037
5685,-3,fd,-0.045778
5686,-3,fd,-0.045778
5687,-4,fc,-0.061037
5688,-3,fd,-0.045778
5689,-4,fc,-0.061037
5690,-3,fd,-0.045778
5691,-4,fc,-0.061037
5692,-5,fb,-0.076296
5693,-5,fb,-0.076296
5694,-6,fa,-0.091556
5695,-4,fc,-0.061037
5696,-5,fb,-0.076296
5697,-6,fa,-0.091556
5698,-3,fd,-0.045778
5699,-4,fc,-0.061037
5700,-3,fd,-0.045778
5701,-3,fd,-0.045778
5702,-3,fd,-0.045778
5703,-2,fe,-0.030519
5704,-2,fe,-0.030519
5705,0,00,0
5706,0,00,0
5707,-1,ff,-0.015259
5708,0,00,0
5709,-1,ff,-0.015259
5710,0,00,0
5711,0,00,0
5712,-1,ff,-0.015259
5713,0,00,0
5714,-1,ff,-0.015259
5715,0,00,0
5716,0,00,0
5717,-1,ff,-0.015259
5718,0,00,0
5719,0,00,0
5720,1,01,0.015259
5721,1,01,0.015259
5722,0,00,0
5723,1,01,0.015259
5724,0,00,0
5725,1,01,0.015259
5726,0,00,0
5727,0,00,0
5728,1,01,0.015259
5729,0,00,0
5730,0,00,0
5731,0,00,0
5732,-2,fe,-0.030519
5733,-2,fe,-0.030519
5734,-3,fd,-0.045778
5735,-2,fe,-0.030519
5736,-2,fe,-0.030519
5737,-3,fd,-0.045778
5738,-1,ff,-0.015259
5739,-2,fe,-0.030519
5740,-1,ff,-0.015259
5741,-1,ff,-0.015259
5742,-3,fd,-0.045778
5743,0,00,0
5744,-2,fe,-0.030519
5745,-1,ff,-0.015259
5746,-1,ff,-0.015259
5747,-3,fd,-0.045778
5748,-1,ff,-0.015259
5749,-2,fe,-0.030519
5750,0,00,0
5751,0,00,0
5752,-1,ff,-0.015259
5753,0,00,0
5754,-2,fe,-0.030519
5755,0,00,0
5756,0,00,0
5757,-1,ff,-0.015259
5758,0,00,0
5759,-2,fe,-0.030519
5760,-1,ff,-0.015259
5761,-2,fe,-0.030519
5762,-3,fd,-0.045778
5763,-1,ff,-0.015259
5764,-2,fe,-0.030519
5765,-1,ff,-0.015259
5766,0,00,0
5767,-1,ff,-0.015259
5768,0,00,0
5769,-1,ff,-0.015259
5770,-1,ff,-0.015259
5771,-1,ff,-0.015259
5772,-2,fe,-0.030519
5773,0,00,0
5774,-1,ff,-0.015259
5775,-1,ff,-0.015259
5776,-2,fe,-0.030519
5777,-3,fd,-0.045778
5778,-2,fe,-0.030519
5779,-4,fc,-0.061037
5780,-2,fe,-0.030519
5781,-2,fe,-0.030519
5782,-2,fe,-0.030519
5783,-1,ff,-0.015259
5784,-2,fe,-0.030519
5785,-1,ff,-0.015259
5786,0,00,0
5787,-1,ff,-0.015259
5788,0,00,0
5789,-2,fe,-0.030519
5790,-1,ff,-0.015259
5791,-1,ff,-0.015259
5792,-2,fe,-0.030519
5793,-1,ff,-0.015259
5794,-2,fe,-0.030519
5795,0,00,0
5796,0,00,0
5797,0,00,0
5798,2,02,0.030519
5799,3,03,0.045778
5800,6,06,0.091556
5801,7,07,0.106815
5802,6,06,0.091556
5803,6,06,0.091556
5804,0,00,0
5805,-5,fb,-0.076296
5806,-13,f3,-0.19837
5807,-20,ec,-0.305185
5808,-21,eb,-0.320444
5809,-21,eb,-0.320444
5810,-15,f1,-0.228889
5811,-9,f7,-0.137333
5812,-3,fd,-0.045778
5813,2,02,0.030519
5814,4,04,0.061037
5815,6,06,0.091556
5816,6,06,0.091556
5817,5,05,0.076296
5818,6,06,0.091556
5819,1,01,0.015259
5820,1,01,0.015259
5821,1,01,0.015259
5822,0,00,0
5823,0,00,0
5824,0,00,0
5825,0,00,0
5826,-1,ff,-0.015259
5827,-2,fe,-0.030519
5828,-1,ff,-0.015259
5829,-3,fd,-0.045778
5830,-1,ff,-0.015259
5831,-2,fe,-0.030519
5832,-2,fe,-0.030519
5833,0,00,0
5834,-2,fe,-0.030519
5835,-1,ff,-0.015259
5836,-1,ff,-0.015259
5837,-1,ff,-0.015259
5838,0,00,0
5839,0,00,0
5840,0,00,0
5841,0,00,0
5842,0,00,0
5843,0,00,0
5844,0,00,0
5845,1,01,0.015259
5846,1,01,0.015259
5847,0,00,0
5848,1,01,0.015259
5849,0,00,0
5850,0,00,0
5851,-1,ff,-0.015259
5852,-2,fe,-0.030519
5853,-1,ff,-0.015259
5854,-3,fd,-0.045778
5855,-3,fd,-0.045778
5856,-4,fc,-0.061037
5857,-5,fb,-0.076296
5858,-3,fd,-0.045778
5859,-4,fc,-0.061037
5860,-4,fc,-0.061037
5861,-4,fc,-0.061037
5862,-5,fb,-0.076296
5863,-3,fd,-0.045778
5864,-6,fa,-0.091556
5865,-5,fb,-0.076296
5866,-4,fc,-0.061037
5867,-5,fb,-0.076296
5868,-4,fc,-0.061037
5869,-4,fc,-0.061037
5870,-2,fe,-0.030519
5871,-2,fe,-0.030519
5872,-3,fd,-0.045778
5873,-2,fe,-0.030519
5874,-3,fd,-0.045778
5875,-1,ff,-0.015259
5876,-1,ff,-0.015259
5877,-1,ff,-0.015259
5878,0,00,0
5879,-1,ff,-0.015259
5880,0,00,0
5881,0,00,0
5882,-1,ff,-0.015259
5883,0,00,0
5884,-1,ff,-0.015259
5885,0,00,0
5886,0,00,0
5887,-1,ff,-0.015259
5888,0,00,0
5889,-1,ff,-0.015259
5890,0,00,0
5891,0,00,0
5892,-1,ff,-0.015259
5893,0,00,0
5894,-1,ff,-0.015259
5895,0,00,0
5896,0,00,0
5897,-1,ff,-0.015259
5898,0,00,0
5899,-1,ff,-0.015259
5900,0,00,0
5901,0,00,0
5902,-2,fe,-0.030519
5903,-1,ff,-0.015259
5904,-3,fd,-0.045778
5905,-2,fe,-0.030519
5906,-1,ff,-0.015259
5907,-2,fe,-0.030519
5908,0,00,0
5909,-2,fe,-0.030519
5910,-1,ff,-0.015259
5911,0,00,0
5912,-2,fe,-0.030519
5913,-1,ff,-0.015259
5914,-3,fd,-0.045778
5915,-2,fe,-0.030519
5916,-3,fd,-0.045778
5917,-4,fc,-0.061037
5918,-2,fe,-0.030519
5919,-3,fd,-0.045778
5920,-2,fe,-0.030519
5921,-1,ff,-0.015259
5922,-2,fe,-0.030519
5923,0,00,0
5924,-2,fe,-0.030519
5925,-1,ff,-0.015259
5926,0,00,0
5927,-1,ff,-0.015259
5928,0,00,0
5929,-2,fe,-0.030519
5930,0,00,0
5931,0,00,0
5932,0,00,0
5933,0,00,0
5934,-1,ff,-0.015259
5935,-1,ff,-0.015259
5936,-1,ff,-0.015259
5937,-1,ff,-0.015259
5938,0,00,0
5939,-2,fe,-0.030519
5940,-2,fe,-0.030519
5941,-3,fd,-0.045778
5942,-3,fd,-0.045778
5943,-1,ff,-0.015259
5944,-1,ff,-0.015259
5945,0,00,0
5946,0,00,0
5947,-1,ff,-0.015259
5948,0,00,0
5949,-1,ff,-0.015259
5950,-1,ff,-0.015259
5951,-2,fe,-0.030519
5952,-3,fd,-0.045778
5953,-1,ff,-0.015259
5954,-4,fc,-0.061037
5955,-3,fd,-0.045778
5956,-2,fe,-0.030519
5957,-3,fd,-0.045778
5958,-1,ff,-0.015259
5959,-2,fe,-0.030519
5960,0,00,0
5961,0,00,0
5962,-1,ff,-0.015259
5963,0,00,0
5964,-1,ff,-0.015259
5965,0,00,0
5966,0,00,0
5967,0,00,0
5968,1,01,0.015259
5969,0,00,0
5970,2,02,0.030519
5971,4,04,0.061037
5972,6,06,0.091556
5973,8,08,0.122074
5974,5,05,0.076296
5975,3,03,0.045778
5976,0,00,0
5977,-7,f9,-0.106815
5978,-13,f3,-0.19837
5979,-20,ec,-0.305185
5980,-22,ea,-0.335704
5981,-20,ec,-0.305185
5982,-17,ef,-0.259407
5983,-8,f8,-0.122074
5984,-4,fc,-0.061037
5985,1,01,0.015259
5986,5,05,0.076296
5987,5,05,0.076296
5988,6,06,0.091556
5989,6,06,0.091556
5990,6,06,0.091556
5991,5,05,0.076296
5992,2,02,0.030519
5993,2,02,0.030519
5994,0,00,0
5995,0,00,0
5996,0,00,0
5997,-1,ff,-0.015259
5998,0,00,0
5999,-2,fe,-0.030519
6000,-1,ff,-0.015259
6001,-2,fe,-0.030519
6002,-2,fe,-0.030519
6003,-1,ff,-0.015259
6004,-2,fe,-0.030519
6005,0,00,0
6006,0,00,0
6007,-2,fe,-0.030519
6008,-1,ff,-0.015259
6009,-1,ff,-0.015259
6010,0,00,0
6011,0,00,0
6012,-1,ff,-0.015259
6013,1,01,0.015259
6014,0,00,0
6015,0,00,0
6016,0,00,0
6017,-1,ff,-0.015259
6018,0,00,0
6019,-1,ff,-0.015259
6020,0,00,0
6021,0,00,0
6022,-2,fe,-0.030519
6023,-1,ff,-0.015259
6024,-2,fe,-0.030519
6025,-1,ff,-0.015259
6026,-2,fe,-0.030519
6027,-4,fc,-0.061037
6028,-2,fe,-0.030519
6029,-5,fb,-0.076296
6030,-3,fd,-0.045778
6031,-3,fd,-0.045778
6032,-5,fb,-0.076296
6033,-3,fd,-0.045778
