index,int16,hex,mV
7701,-2,feff,-0.030519
7702,-4,fcff,-0.061037
7703,-4,fcff,-0.061037
7704,-5,fbff,-0.076296
7705,-4,fcff,-0.061037
7706,-2,feff,-0.030519
7707,-4,fcff,-0.061037
7708,0,0000,0
7709,-4,fcff,-0.061037
7710,-3,fdff,-0.045778
7711,-2,feff,-0.030519
7712,-3,fdff,-0.045778
7713,-2,feff,-0.030519
7714,-2,feff,-0.030519
7715,-1,ffff,-0.015259
7716,0,0000,0
7717,-2,feff,-0.030519
7718,0,0000,0
7719,-1,ffff,-0.015259
7720,0,0000,0
7721,0,0000,0
7722,-1,ffff,-0.015259
7723,2,0200,0.030519
7724,-1,ffff,-0.015259
7725,0,0000,0
7726,1,0100,0.015259
7727,0,0000,0
7728,0,0000,0
7729,0,0000,0
7730,0,0000,0
7731,1,0100,0.015259
7732,0,0000,0
7733,0,0000,0
7734,-1,ffff,-0.015259
7735,0,0000,0
7736,0,0000,0
7737,-2,feff,-0.030519
7738,0,0000,0
7739,-2,feff,-0.030519
7740,-1,ffff,-0.015259
7741,0,0000,0
7742,-2,feff,-0.030519
7743,-1,ffff,-0.015259
7744,-2,feff,-0.030519
7745,-1,ffff,-0.015259
7746,0,0000,0
7747,-1,ffff,-0.015259
7748,0,0000,0
7749,-1,ffff,-0.015259
7750,0,0000,0
7751,0,0000,0
7752,-1,ffff,-0.015259
7753,1,0100,0.015259
7754,-3,fdff,-0.045778
7755,-2,feff,-0.030519
7756,-1,ffff,-0.015259
7757,-3,fdff,-0.045778
7758,-2,feff,-0.030519
7759,-3,fdff,-0.045778
7760,-2,feff,-0.030519
7761,-1,ffff,-0.015259
7762,-3,fdff,-0.045778
7763,-1,ffff,-0.015259
7764,-2,feff,-0.030519
7765,-1,ffff,-0.015259
7766,-1,ffff,-0.015259
7767,-3,fdff,-0.045778
7768,0,0000,0
7769,-3,fdff,-0.045778
7770,-2,feff,-0.030519
7771,0,0000,0
7772,-2,feff,-0.030519
7773,-1,ffff,-0.015259
7774,-1,ffff,-0.015259
7775,0,0000,0
7776,0,0000,0
7777,0,0000,0
7778,0,0000,0
7779,0,0000,0
7780,0,0000,0
7781,0,0000,0
7782,-2,feff,-0.030519
7783,1,0100,0.015259
7784,-2,feff,-0.030519
7785,-2,feff,-0.030519
7786,-1,ffff,-0.015259
7787,-3,fdff,-0.045778
7788,-2,feff,-0.030519
7789,-3,fdff,-0.045778
7790,-2,feff,-0.030519
7791,-1,ffff,-0.015259
7792,-3,fdff,-0.045778
7793,-2,feff,-0.030519
7794,-2,feff,-0.030519
7795,-1,ffff,-0.015259
7796,0,0000,0
7797,-1,ffff,-0.015259
7798,2,0200,0.030519
7799,-1,ffff,-0.015259
7800,0,0000,0
7801,1,0100,0.015259
7802,0,0000,0
7803,0,0000,0
7804,0,0000,0
7805,1,0100,0.015259
7806,4,0400,0.061037
7807,4,0400,0.061037
7808,6,0600,0.091556
7809,4,0400,0.061037
7810,2,0200,0.030519
7811,-1,ffff,-0.015259
7812,-8,f8ff,-0.122074
7813,-11,f5ff,-0.167852
7814,-20,ecff,-0.305185
7815,-21,ebff,-0.320444
7816,-18,eeff,-0.274667
7817,-14,f2ff,-0.21363
7818,-7,f9ff,-0.106815
7819,0,0000,0
7820,4,0400,0.061037
7821,7,0700,0.106815
7822,6,0600,0.091556
7823,7,0700,0.106815
7824,5,0500,0.076296
7825,4,0400,0.061037
7826,3,0300,0.045778
7827,0,0000,0
7828,3,0300,0.045778
7829,0,0000,0
7830,0,0000,0
7831,0,0000,0
7832,-1,ffff,-0.015259
7833,0,0000,0
7834,0,0000,0
7835,1,0100,0.015259
7836,2,0200,0.030519
7837,0,0000,0
7838,0,0000,0
7839,0,0000,0
7840,0,0000,0
7841,0,0000,0
7842,-3,fdff,-0.045778
7843,0,0000,0
7844,-2,feff,-0.030519
7845,-1,ffff,-0.015259
7846,0,0000,0
7847,-2,feff,-0.030519
7848,-1,ffff,-0.015259
7849,-1,ffff,-0.015259
7850,0,0000,0
7851,0,0000,0
7852,-1,ffff,-0.015259
7853,0,0000,0
7854,0,0000,0
7855,0,0000,0
7856,0,0000,0
7857,-1,ffff,-0.015259
7858,1,0100,0.015259
7859,-1,ffff,-0.015259
7860,-1,ffff,-0.015259
7861,-1,ffff,-0.015259
7862,-4,fcff,-0.061037
7863,-4,fcff,-0.061037
7864,-5,fbff,-0.076296
7865,-6,faff,-0.091556
7866,-6,faff,-0.091556
7867,-9,f7ff,-0.137333
7868,-8,f8ff,-0.122074
7869,-8,f8ff,-0.122074
7870,-7,f9ff,-0.106815
7871,-6,faff,-0.091556
7872,-7,f9ff,-0.106815
7873,-3,fdff,-0.045778
7874,-5,fbff,-0.076296
7875,-3,fdff,-0.045778
7876,-1,ffff,-0.015259
7877,-3,fdff,-0.045778
7878,-2,feff,-0.030519
7879,-2,feff,-0.030519
7880,-2,feff,-0.030519
7881,-1,ffff,-0.015259
7882,-2,feff,-0.030519
7883,-1,ffff,-0.015259
7884,-1,ffff,-0.015259
7885,0,0000,0
7886,1,0100,0.015259
7887,0,0000,0
7888,3,0300,0.045778
7889,0,0000,0
7890,0,0000,0
7891,1,0100,0.015259
7892,0,0000,0
7893,0,0000,0
7894,0,0000,0
7895,1,0100,0.015259
7896,2,0200,0.030519
7897,0,0000,0
7898,0,0000,0
7899,0,0000,0
7900,0,0000,0
7901,0,0000,0
7902,-1,ffff,-0.015259
7903,1,0100,0.015259
7904,0,0000,0
7905,-2,feff,-0.030519
7906,-1,ffff,-0.015259
7907,-2,feff,-0.030519
7908,-2,feff,-0.030519
7909,-3,fdff,-0.045778
7910,-3,fdff,-0.045778
7911,-2,feff,-0.030519
7912,-3,fdff,-0.045778
7913,-3,fdff,-0.045778
7914,-3,fdff,-0.045778
7915,-2,feff,-0.030519
7916,0,0000,0
7917,-2,feff,-0.030519
7918,0,0000,0
7919,-2,feff,-0.030519
7920,-2,feff,-0.030519
7921,0,0000,0
7922,-2,feff,-0.030519
7923,-1,ffff,-0.015259
7924,0,0000,0
7925,1,0100,0.015259
7926,2,0200,0.030519
7927,-2,feff,-0.030519
7928,-1,ffff,-0.015259
7929,-2,feff,-0.030519
7930,-2,feff,-0.030519
7931,-1,ffff,-0.015259
7932,-3,fdff,-0.045778
7933,0,0000,0
7934,-2,feff,-0.030519
7935,-2,feff,-0.030519
7936,-1,ffff,-0.015259
7937,-2,feff,-0.030519
7938,-2,feff,-0.030519
7939,-2,feff,-0.030519
7940,-1,ffff,-0.015259
7941,0,0000,0
7942,-2,feff,-0.030519
7943,-2,feff,-0.030519
7944,-2,feff,-0.030519
7945,-2,feff,-0.030519
7946,0,0000,0
7947,-1,ffff,-0.015259
7948,3,0300,0.045778
7949,0,0000,0
7950,0,0000,0
7951,1,0100,0.015259
7952,0,0000,0
7953,0,0000,0
7954,-1,ffff,-0.015259
7955,-2,feff,-0.030519
7956,-2,feff,-0.030519
7957,-4,fcff,-0.061037
7958,-4,fcff,-0.061037
7959,-4,fcff,-0.061037
7960,-3,fdff,-0.045778
7961,-3,fdff,-0.045778
7962,-4,fcff,-0.061037
7963,0,0000,0
7964,-3,fdff,-0.045778
7965,-2,feff,-0.030519
7966,-1,ffff,-0.015259
7967,-2,feff,-0.030519
7968,-1,ffff,-0.015259
7969,-1,ffff,-0.015259
7970,0,0000,0
7971,0,0000,0
7972,-1,ffff,-0.015259
7973,0,0000,0
7974,0,0000,0
7975,0,0000,0
7976,2,0200,0.030519
7977,3,0300,0.045778
7978,9,0900,0.137333
7979,6,0600,0.091556
7980,5,0500,0.076296
7981,2,0200,0.030519
7982,-4,fcff,-0.061037
7983,-9,f7ff,-0.137333
7984,-17,efff,-0.259407
7985,-20,ecff,-0.305185
7986,-19,edff,-0.289926
7987,-17,efff,-0.259407
7988,-11,f5ff,-0.167852
7989,-4,fcff,-0.061037
7990,3,0300,0.045778
7991,9,0900,0.137333
7992,10,0a00,0.152593
7993,14,0e00,0.21363
7994,8,0800,0.122074
7995,7,0700,0.106815
7996,6,0600,0.091556
7997,2,0200,0.030519
7998,1,0100,0.015259
7999,0,0000,0
8000,0,0000,0
8001,0,0000,0
8002,-3,fdff,-0.045778
8003,-3,fdff,-0.045778
8004,-4,fcff,-0.061037
8005,-4,fcff,-0.061037
8006,-2,feff,-0.030519
8007,-3,fdff,-0.045778
8008,0,0000,0
8009,-3,fdff,-0.045778
8010,-2,feff,-0.030519
8011,-1,ffff,-0.015259
8012,-2,feff,-0.030519
8013,-2,feff,-0.030519
8014,-2,feff,-0.030519
8015,-2,feff,-0.030519
8016,-1,ffff,-0.015259
8017,-3,fdff,-0.045778
8018,-2,feff,-0.030519
8019,-1,ffff,-0.015259
8020,0,0000,0
8021,2,0200,0.030519
8022,0,0000,0
8023,5,0500,0.076296
8024,0,0000,0
8025,1,0100,0.015259
8026,1,0100,0.015259
8027,0,0000,0
8028,0,0000,0
8029,-1,ffff,-0.015259
8030,-1,ffff,-0.015259
8031,-1,ffff,-0.015259
8032,-4,fcff,-0.061037
8033,-4,fcff,-0.061037
8034,-5,fbff,-0.076296
8035,-5,fbff,-0.076296
8036,-4,fcff,-0.061037
8037,-6,faff,-0.091556
8038,-3,fdff,-0.045778
8039,-6,faff,-0.091556
8040,-6,faff,-0.091556
8041,-5,fbff,-0.076296
8042,-8,f8ff,-0.122074
8043,-8,f8ff,-0.122074
8044,-8,f8ff,-0.122074
8045,-7,f9ff,-0.106815
8046,-5,fbff,-0.076296
8047,-7,f9ff,-0.106815
8048,-5,fbff,-0.076296
8049,-4,fcff,-0.061037
8050,-2,feff,-0.030519
8051,0,0000,0
8052,-1,ffff,-0.015259
8053,2,0200,0.030519
8054,0,0000,0
8055,1,0100,0.015259
8056,2,0200,0.030519
8057,1,0100,0.015259
8058,2,0200,0.030519
8059,2,0200,0.030519
8060,2,0200,0.030519
8061,3,0300,0.045778
8062,0,0000,0
8063,1,0100,0.015259
8064,0,0000,0
8065,0,0000,0
8066,0,0000,0
8067,-1,ffff,-0.015259
8068,1,0100,0.015259
8069,0,0000,0
8070,-1,ffff,-0.015259
8071,-1,ffff,-0.015259
8072,-3,fdff,-0.045778
8073,-2,feff,-0.030519
8074,-2,feff,-0.030519
8075,-1,ffff,-0.015259
8076,0,0000,0
8077,-1,ffff,-0.015259
8078,0,0000,0
8079,0,0000,0
8080,0,0000,0
8081,0,0000,0
8082,-1,ffff,-0.015259
8083,1,0100,0.015259
8084,0,0000,0
8085,-1,ffff,-0.015259
8086,-1,ffff,-0.015259
8087,-3,fdff,-0.045778
8088,-2,feff,-0.030519
8089,-2,feff,-0.030519
8090,-1,ffff,-0.015259
8091,0,0000,0
8092,-1,ffff,-0.015259
8093,-1,ffff,-0.015259
8094,-1,ffff,-0.015259
8095,-1,ffff,-0.015259
8096,0,0000,0
8097,-2,feff,-0.030519
8098,0,0000,0
8099,-1,ffff,-0.015259
8100,-2,feff,-0.030519
8101,-1,ffff,-0.015259
8102,-2,feff,-0.030519
8103,-1,ffff,-0.015259
8104,-2,feff,-0.030519
8105,-1,ffff,-0.015259
8106,0,0000,0
8107,-2,feff,-0.030519
8108,-2,feff,-0.030519
8109,-2,feff,-0.030519
8110,-1,ffff,-0.015259
8111,0,0000,0
8112,-2,feff,-0.030519
8113,1,0100,0.015259
8114,-1,ffff,-0.015259
8115,0,0000,0
8116,0,0000,0
8117,-2,feff,-0.030519
8118,-2,feff,-0.030519
8119,-2,feff,-0.030519
8120,-1,ffff,-0.015259
8121,0,0000,0
8122,-2,feff,-0.030519
8123,-2,feff,-0.030519
8124,-3,fdff,-0.045778
8125,-2,feff,-0.030519
8126,0,0000,0
8127,-1,ffff,-0.015259
8128,1,0100,0.015259
8129,0,0000,0
8130,-2,feff,-0.030519
8131,-1,ffff,-0.015259
8132,-3,fdff,-0.045778
8133,-2,feff,-0.030519
8134,-2,feff,-0.030519
8135,-1,ffff,-0.015259
8136,0,0000,0
8137,-1,ffff,-0.015259
8138,-1,ffff,-0.015259
8139,-1,ffff,-0.015259
8140,-1,ffff,-0.015259
8141,0,0000,0
8142,-2,feff,-0.030519
8143,1,0100,0.015259
8144,-2,feff,-0.030519
8145,0,0000,0
8146,1,0100,0.015259
8147,0,0000,0
8148,1,0100,0.015259
8149,2,0200,0.030519
8150,5,0500,0.076296
8151,7,0700,0.106815
8152,5,0500,0.076296
8153,3,0300,0.045778
8154,0,0000,0
8155,-4,fcff,-0.061037
8156,-9,f7ff,-0.137333
8157,-17,efff,-0.259407
8158,-19,edff,-0.289926
8159,-21,ebff,-0.320444
8160,-20,ecff,-0.305185
8161,-12,f4ff,-0.183111
8162,-6,faff,-0.091556
8163,0,0000,0
8164,4,0400,0.061037
8165,6,0600,0.091556
8166,8,0800,0.122074
8167,6,0600,0.091556
8168,5,0500,0.076296
8169,3,0300,0.045778
8170,2,0200,0.030519
8171,2,0200,0.030519
8172,0,0000,0
8173,3,0300,0.045778
8174,0,0000,0
8175,0,0000,0
8176,0,0000,0
8177,-1,ffff,-0.015259
8178,-1,ffff,-0.015259
8179,-1,ffff,-0.015259
8180,0,0000,0
8181,0,0000,0
8182,0,0000,0
8183,0,0000,0
8184,0,0000,0
8185,0,0000,0
8186,0,0000,0
8187,-1,ffff,-0.015259
8188,1,0100,0.015259
8189,-2,feff,-0.030519
8190,-1,ffff,-0.015259
8191,0,0000,0
8192,-2,feff,-0.030519
8193,-1,ffff,-0.015259
8194,-2,feff,-0.030519
8195,-1,ffff,-0.015259
8196,-1,ffff,-0.015259
8197,-2,feff,-0.030519
8198,-2,feff,-0.030519
8199,-2,feff,-0.030519
8200,-1,ffff,-0.015259
8201,0,0000,0
8202,-1,ffff,-0.015259
8203,1,0100,0.015259
8204,-2,feff,-0.030519
8205,-2,feff,-0.030519
8206,-2,feff,-0.030519
8207,-3,fdff,-0.045778
8208,-3,fdff,-0.045778
8209,-3,fdff,-0.045778
8210,-3,fdff,-0.045778
8211,-2,feff,-0.030519
8212,-4,fcff,-0.061037
8213,-4,fcff,-0.061037
8214,-5,fbff,-0.076296
8215,-4,fcff,-0.061037
8216,-3,fdff,-0.045778
8217,-5,fbff,-0.076296
8218,-1,ffff,-0.015259
8219,-5,fbff,-0.076296
8220,-5,fbff,-0.076296
8221,-4,fcff,-0.061037
8222,-6,faff,-0.091556
8223,-4,fcff,-0.061037
8224,-4,fcff,-0.061037
8225,-3,fdff,-0.045778
8226,-1,ffff,-0.015259
8227,-2,feff,-0.030519
8228,-1,ffff,-0.015259
8229,-1,ffff,-0.015259
8230,0,0000,0
8231,1,0100,0.015259
8232,0,0000,0
8233,3,0300,0.045778
8234,0,0000,0
8235,0,0000,0
8236,1,0100,0.015259
8237,0,0000,0
8238,0,0000,0
8239,0,0000,0
8240,0,0000,0
8241,1,0100,0.015259
8242,0,0000,0
8243,0,0000,0
8244,0,0000,0
8245,0,0000,0
8246,0,0000,0
8247,0,0000,0
8248,2,0200,0.030519
8249,0,0000,0
8250,-1,ffff,-0.015259
8251,0,0000,0
8252,-2,feff,-0.030519
8253,-1,ffff,-0.015259
8254,-2,feff,-0.030519
8255,-1,ffff,-0.015259
8256,0,0000,0
8257,-1,ffff,-0.015259
8258,-1,ffff,-0.015259
8259,-2,feff,-0.030519
8260,-1,ffff,-0.015259
8261,0,0000,0
8262,-2,feff,-0.030519
8263,0,0000,0
8264,-2,feff,-0.030519
8265,-2,feff,-0.030519
8266,-1,ffff,-0.015259
8267,-2,feff,-0.030519
8268,-2,feff,-0.030519
8269,-2,feff,-0.030519
8270,-1,ffff,-0.015259
8271,0,0000,0
8272,-1,ffff,-0.015259
8273,0,0000,0
8274,-1,ffff,-0.015259
8275,0,0000,0
8276,0,0000,0
8277,-2,feff,-0.030519
8278,1,0100,0.015259
8279,-2,feff,-0.030519
8280,-1,ffff,-0.015259
8281,0,0000,0
8282,-1,ffff,-0.015259
8283,-1,ffff,-0.015259
8284,-2,feff,-0.030519
8285,-1,ffff,-0.015259
8286,0,0000,0
8287,-2,feff,-0.030519
8288,-2,feff,-0.030519
8289,-2,feff,-0.030519
8290,-1,ffff,-0.015259
8291,0,0000,0
8292,0,0000,0
8293,2,0200,0.030519
8294,-1,ffff,-0.015259
8295,-1,ffff,-0.015259
8296,-1,ffff,-0.015259
8297,-3,fdff,-0.045778
8298,-3,fdff,-0.045778
8299,-3,fdff,-0.045778
8300,-2,feff,-0.030519
8301,-1,ffff,-0.015259
8302,-3,fdff,-0.045778
8303,-2,feff,-0.030519
8304,-1,ffff,-0.015259
8305,0,0000,0
8306,0,0000,0
8307,-1,ffff,-0.015259
8308,2,0200,0.030519
8309,-1,ffff,-0.015259
8310,-1,ffff,-0.015259
8311,-1,ffff,-0.015259
8312,-2,feff,-0.030519
8313,-1,ffff,-0.015259
8314,0,0000,0
8315,0,0000,0
8316,3,0300,0.045778
8317,3,0300,0.045778
8318,5,0500,0.076296
8319,5,0500,0.076296
8320,4,0400,0.061037
8321,2,0200,0.030519
8322,-4,fcff,-0.061037
8323,-7,f9ff,-0.106815
8324,-14,f2ff,-0.21363
8325,-21,ebff,-0.320444
8326,-19,edff,-0.289926
8327,-17,efff,-0.259407
8328,-10,f6ff,-0.152593
8329,-3,fdff,-0.045778
8330,3,0300,0.045778
8331,9,0900,0.137333
8332,9,0900,0.137333
8333,9,0900,0.137333
8334,9,0900,0.137333
8335,8,0800,0.122074
8336,8,0800,0.122074
8337,3,0300,0.045778
8338,5,0500,0.076296
8339,0,0000,0
8340,0,0000,0
8341,0,0000,0
8342,-3,fdff,-0.045778
8343,-3,fdff,-0.045778
8344,-3,fdff,-0.045778
8345,-2,feff,-0.030519
8346,-1,ffff,-0.015259
8347,-4,fcff,-0.061037
8348,-3,fdff,-0.045778
8349,-3,fdff,-0.045778
8350,-2,feff,-0.030519
8351,-1,ffff,-0.015259
8352,-4,fcff,-0.061037
8353,0,0000,0
8354,-3,fdff,-0.045778
8355,-2,feff,-0.030519
8356,0,0000,0
8357,-1,ffff,-0.015259
8358,0,0000,0
8359,1,0100,0.015259
8360,3,0300,0.045778
8361,5,0500,0.076296
8362,2,0200,0.030519
8363,1,0100,0.015259
8364,0,0000,0
8365,0,0000,0
8366,1,0100,0.015259
8367,-1,ffff,-0.015259
8368,0,0000,0
8369,-3,fdff,-0.045778
8370,-3,fdff,-0.045778
8371,-2,feff,-0.030519
8372,-5,fbff,-0.076296
8373,-6,faff,-0.091556
8374,-6,faff,-0.091556
8375,-5,fbff,-0.076296
8376,-3,fdff,-0.045778
8377,-5,fbff,-0.076296
8378,-5,fbff,-0.076296
8379,-6,faff,-0.091556
8380,-6,faff,-0.091556
8381,-7,f9ff,-0.106815
8382,-10,f6ff,-0.152593
8383,-7,f9ff,-0.106815
8384,-9,f7ff,-0.137333
8385,-8,f8ff,-0.122074
8386,-5,fbff,-0.076296
8387,-6,faff,-0.091556
8388,-4,fcff,-0.061037
8389,-3,fdff,-0.045778
8390,-1,ffff,-0.015259
8391,0,0000,0
8392,-1,ffff,-0.015259
8393,0,0000,0
8394,0,0000,0
8395,1,0100,0.015259
8396,3,0300,0.045778
8397,1,0100,0.015259
8398,5,0500,0.076296
8399,3,0300,0.045778
8400,1,0100,0.015259
8401,1,0100,0.015259
8402,0,0000,0
8403,0,0000,0
8404,0,0000,0
8405,0,0000,0
8406,1,0100,0.015259
8407,0,0000,0
8408,1,0100,0.015259
8409,1,0100,0.015259
8410,2,0200,0.030519
8411,4,0400,0.061037
8412,1,0100,0.015259
8413,3,0300,0.045778
8414,-1,ffff,-0.015259
8415,-1,ffff,-0.015259
8416,0,0000,0
8417,-3,fdff,-0.045778
8418,-3,fdff,-0.045778
8419,-3,fdff,-0.045778
8420,-3,fdff,-0.045778
8421,-1,ffff,-0.015259
8422,-3,fdff,-0.045778
8423,-3,fdff,-0.045778
8424,-3,fdff,-0.045778
8425,-2,feff,-0.030519
8426,-1,ffff,-0.015259
8427,-3,fdff,-0.045778
8428,0,0000,0
8429,-3,fdff,-0.045778
8430,-2,feff,-0.030519
8431,0,0000,0
8432,-1,ffff,-0.015259
8433,0,0000,0
8434,0,0000,0
8435,0,0000,0
8436,0,0000,0
8437,-1,ffff,-0.015259
8438,-1,ffff,-0.015259
8439,-2,feff,-0.030519
8440,-2,feff,-0.030519
8441,-1,ffff,-0.015259
8442,-3,fdff,-0.045778
8443,0,0000,0
8444,-3,fdff,-0.045778
8445,-2,feff,-0.030519
8446,0,0000,0
8447,-2,feff,-0.030519
8448,-2,feff,-0.030519
8449,-2,feff,-0.030519
8450,-1,ffff,-0.015259
8451,0,0000,0
8452,-2,feff,-0.030519
8453,-2,feff,-0.030519
8454,-3,fdff,-0.045778
8455,-2,feff,-0.030519
8456,0,0000,0
8457,-2,feff,-0.030519
8458,1,0100,0.015259
8459,-2,feff,-0.030519
8460,-1,ffff,-0.015259
8461,0,0000,0
8462,-2,feff,-0.030519
8463,-1,ffff,-0.015259
8464,-2,feff,-0.030519
8465,-2,feff,-0.030519
8466,-1,ffff,-0.015259
8467,-4,fcff,-0.061037
8468,-4,fcff,-0.061037
8469,-4,fcff,-0.061037
8470,-4,fcff,-0.061037
8471,-2,feff,-0.030519
8472,-3,fdff,-0.045778
8473,0,0000,0
8474,-2,feff,-0.030519
8475,-1,ffff,-0.015259
8476,0,0000,0
8477,-1,ffff,-0.015259
8478,0,0000,0
8479,0,0000,0
8480,0,0000,0
8481,0,0000,0
8482,-1,ffff,-0.015259
8483,0,0000,0
8484,0,0000,0
8485,0,0000,0
8486,2,0200,0.030519
8487,3,0300,0.045778
8488,9,0900,0.137333
8489,10,0a00,0.152593
8490,5,0500,0.076296
8491,4,0400,0.061037
8492,-2,feff,-0.030519
8493,-7,f9ff,-0.106815
8494,-14,f2ff,-0.21363
8495,-19,edff,-0.289926
8496,-18,eeff,-0.274667
8497,-18,eeff,-0.274667
8498,-13,f3ff,-0.19837
8499,-8,f8ff,-0.122074
8500,-1,ffff,-0.015259
8501,4,0400,0.061037
8502,5,0500,0.076296
8503,9,0900,0.137333
8504,10,0a00,0.152593
8505,6,0600,0.091556
8506,6,0600,0.091556
8507,3,0300,0.045778
8508,1,0100,0.015259
8509,0,0000,0
8510,0,0000,0
8511,0,0000,0
8512,-1,ffff,-0.015259
8513,-1,ffff,-0.015259
8514,-2,feff,-0.030519
8515,-2,feff,-0.030519
8516,0,0000,0
8517,-2,feff,-0.030519
8518,0,0000,0
8519,-3,fdff,-0.045778
8520,-2,feff,-0.030519
8521,0,0000,0
8522,-2,feff,-0.030519
8523,-1,ffff,-0.015259
8524,-1,ffff,-0.015259
8525,0,0000,0
8526,0,0000,0
8527,0,0000,0
8528,0,0000,0
8529,0,0000,0
8530,0,0000,0
8531,1,0100,0.015259
8532,-1,ffff,-0.015259
8533,2,0200,0.030519
8534,-2,feff,-0.030519
8535,-1,ffff,-0.015259
8536,0,0000,0
8537,-2,feff,-0.030519
8538,-3,fdff,-0.045778
8539,-3,fdff,-0.045778
8540,-2,feff,-0.030519
8541,-1,ffff,-0.015259
8542,-3,fdff,-0.045778
8543,-3,fdff,-0.045778
8544,-4,fcff,-0.061037
8545,-3,fdff,-0.045778
8546,-1,ffff,-0.015259
8547,-4,fcff,-0.061037
8548,-1,ffff,-0.015259
8549,-4,fcff,-0.061037
8550,-3,fdff,-0.045778
8551,-2,feff,-0.030519
8552,-4,fcff,-0.061037
8553,-4,fcff,-0.061037
8554,-4,fcff,-0.061037
8555,-3,fdff,-0.045778
8556,-2,feff,-0.030519
8557,-3,fdff,-0.045778
8558,-3,fdff,-0.045778
8559,-3,fdff,-0.045778
8560,-3,fdff,-0.045778
8561,-1,ffff,-0.015259
8562,-3,fdff,-0.045778
8563,0,0000,0
8564,-2,feff,-0.030519
8565,-1,ffff,-0.015259
8566,0,0000,0
8567,-1,ffff,-0.015259
8568,0,0000,0
8569,0,0000,0
8570,0,0000,0
8571,1,0100,0.015259
8572,0,0000,0
8573,0,0000,0
8574,0,0000,0
8575,0,0000,0
8576,1,0100,0.015259
8577,0,0000,0
8578,3,0300,0.045778
8579,3,0300,0.045778
8580,0,0000,0
8581,1,0100,0.015259
8582,-1,ffff,-0.015259
8583,-1,ffff,-0.015259
8584,-2,feff,-0.030519
8585,-1,ffff,-0.015259
8586,0,0000,0
8587,-2,feff,-0.030519
8588,-1,ffff,-0.015259
8589,-1,ffff,-0.015259
8590,-1,ffff,-0.015259
8591,0,0000,0
8592,-1,ffff,-0.015259
8593,1,0100,0.015259
8594,-1,ffff,-0.015259
8595,-1,ffff,-0.015259
8596,0,0000,0
8597,-2,feff,-0.030519
8598,-1,ffff,-0.015259
8599,-2,feff,-0.030519
8600,-2,feff,-0.030519
8601,0,0000,0
8602,-2,feff,-0.030519
8603,-2,feff,-0.030519
8604,-2,feff,-0.030519
8605,-2,feff,-0.030519
8606,0,0000,0
8607,-2,feff,-0.030519
8608,0,0000,0
8609,-3,fdff,-0.045778
8610,-2,feff,-0.030519
8611,0,0000,0
8612,-2,feff,-0.030519
8613,-1,ffff,-0.015259
8614,-1,ffff,-0.015259
8615,-1,ffff,-0.015259
8616,0,0000,0
8617,-1,ffff,-0.015259
8618,-1,ffff,-0.015259
8619,-1,ffff,-0.015259
8620,-1,ffff,-0.015259
8621,0,0000,0
8622,-2,feff,-0.030519
8623,0,0000,0
8624,-3,fdff,-0.045778
8625,-2,feff,-0.030519
8626,0,0000,0
8627,-1,ffff,-0.015259
8628,-1,ffff,-0.015259
8629,-1,ffff,-0.015259
8630,0,0000,0
8631,1,0100,0.015259
8632,-1,ffff,-0.015259
8633,0,0000,0
8634,-1,ffff,-0.015259
8635,0,0000,0
8636,0,0000,0
8637,-1,ffff,-0.015259
8638,0,0000,0
8639,-3,fdff,-0.045778
8640,-3,fdff,-0.045778
8641,-2,feff,-0.030519
8642,-4,fcff,-0.061037
8643,-4,fcff,-0.061037
8644,-4,fcff,-0.061037
8645,-3,fdff,-0.045778
8646,-2,feff,-0.030519
8647,-3,fdff,-0.045778
8648,-2,feff,-0.030519
8649,-2,feff,-0.030519
8650,-1,ffff,-0.015259
8651,0,0000,0
8652,-1,ffff,-0.015259
8653,2,0200,0.030519
8654,-1,ffff,-0.015259
8655,-1,ffff,-0.015259
8656,0,0000,0
8657,0,0000,0
8658,1,0100,0.015259
8659,3,0300,0.045778
8660,5,0500,0.076296
8661,6,0600,0.091556
8662,3,0300,0.045778
8663,1,0100,0.015259
8664,-3,fdff,-0.045778
8665,-7,f9ff,-0.106815
8666,-13,f3ff,-0.19837
8667,-20,ecff,-0.305185
8668,-19,edff,-0.289926
8669,-20,ecff,-0.305185
8670,-15,f1ff,-0.228889
8671,-7,f9ff,-0.106815
8672,-2,feff,-0.030519
8673,2,0200,0.030519
8674,5,0500,0.076296
8675,6,0600,0.091556
8676,8,0800,0.122074
8677,6,0600,0.091556
8678,5,0500,0.076296
8679,3,0300,0.045778
8680,2,0200,0.030519
8681,2,0200,0.030519
8682,0,0000,0
8683,2,0200,0.030519
8684,0,0000,0
8685,-1,ffff,-0.015259
8686,0,0000,0
8687,-2,feff,-0.030519
8688,-1,ffff,-0.015259
8689,-2,feff,-0.030519
8690,-1,ffff,-0.015259
8691,0,0000,0
8692,-1,ffff,-0.015259
8693,-1,ffff,-0.015259
8694,-1,ffff,-0.015259
8695,-1,ffff,-0.015259
8696,0,0000,0
8697,-2,feff,-0.030519
8698,1,0100,0.015259
8699,-2,feff,-0.030519
8700,-2,feff,-0.030519
8701,0,0000,0
8702,-2,feff,-0.030519
8703,-1,ffff,-0.015259
8704,-1,ffff,-0.015259
8705,0,0000,0
8706,0,0000,0
8707,-1,ffff,-0.015259
8708,0,0000,0
8709,0,0000,0
8710,0,0000,0
8711,0,0000,0
8712,-2,feff,-0.030519
8713,0,0000,0
